Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2011,2,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,0,3,0,3,chicken,chicken,Chicken,,,
2011,7,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Festival/fair,42,2,42,0,42,"salad, unspecified",,Multiple,,,
2012,1,Colorado,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,5,0,5,0,5,,,,,,
2012,4,Alaska,Food,Salmonella enterica,Enteritidis,Confirmed,,2,0,2,0,2,,,,,,
2012,4,Hawaii,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,42,3,42,0,42,,,,,,
2012,6,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,12,1,8,0,8,eggs,,Eggs,,,
2012,5,Hawaii,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,63,5,63,,,,,,,,
2012,6,Virginia,Animal contact,Salmonella enterica; Salmonella enterica,Enteritidis; Typhimurium,Confirmed; Confirmed,Private home/residence,4,0,0,0,0,,,,,,"Bird, not including poultry"
2012,6,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,,51,,,0,36,ground beef,,Beef,,,
2012,4,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,0,4,0,4,crab cakes,egg,Eggs,,,
2012,4,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),18,7,12,0,18,,,,,,
2012,6,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,,2,0,2,0,2,"chicken, other;sushi, unspecified",,Multiple,,,
2012,4,Oregon,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,4,1,4,,4,,,,,,
2012,9,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Other,17,1,17,0,17,,,,,,
2012,12,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,1,3,0,3,venison,,Game,,,
2012,2,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,2,0,2,0,2,,,,,,
2012,5,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,20,3,20,1,20,eggs,,Eggs,,,
2012,1,Hawaii,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,61,2,36,0,61,,,,,,
2012,12,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,9,2,9,0,9,,,,,,
2012,3,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,,33,0,33,0,33,,,,,,
2012,7,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,eggs,egg,Eggs,,,
2012,3,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,23,4,11,0,11,"grilled chicken salad;sandwich, chicken salad",,Multiple,,,
2012,8,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,24,2,6,0,24,"beef, raw",ground beef,Beef,,,
2012,1,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,,12,0,12,0,12,,,,,,
2012,5,Maine,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,14,0,14,0,14,,,,,,
2012,1,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,7,0,7,0,7,swiss meringue butter cream,egg,Eggs,,,
2012,4,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,0,4,0,4,hollandaise sauce,egg,Eggs,,,
2012,5,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,20,2,20,0,20,,,,,,
2012,5,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,38,1,38,0,38,"fajita, chicken",chicken,Chicken,,,
2012,1,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,8,7,8,0,8,"pie, merengue",egg,Eggs,,,
2012,10,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,33,1,3,0,33,chicken,chicken,Chicken,,,
2012,6,Vermont,Food,Salmonella enterica,Enteritidis,Confirmed,,11,3,11,0,11,,,,,,
2012,5,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,,19,2,14,0,19,,,,,,
2012,12,Pennsylvania,Food,Salmonella enterica,Enteritidis,Suspected,Caterer,7,1,7,0,7,,,,,,
2012,5,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,,14,2,14,0,14,,,,,,
2013,7,Indiana,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,22,8,19,0,19,,,,,,
2013,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,0,5,0,5,,,,,,
2013,11,Alaska,Food,Salmonella enterica,Enteritidis,Confirmed,,4,0,3,0,4,chicken,chicken,Chicken,,,
2013,5,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,59,0,9,0,59,pasta salad,,Multiple,,,
2013,8,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2013,7,Arkansas,Person-to-person,Salmonella enterica,Enteritidis,Suspected,Private home/residence,3,0,3,0,3,,,,,,
2013,4,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,1,2,0,2,,,,,,
2013,5,Ohio,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,9,3,9,0,9,,,,,,
2013,3,Oklahoma,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,20,,0,0,20,,,,,,
2013,5,California,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,27,2,27,0,27,"tomatoes, raw",tomato,Seeded Vegetables,,,
2013,4,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,0,6,0,6,,,,,,
2013,8,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Camp,10,0,10,0,10,"chicken, cordon bleu",,Multiple,,,
2013,5,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,1,6,0,6,,,,,,
2013,11,Wisconsin,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,2,0,2,0,2,,,,,,
2013,8,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),17,1,17,0,17,,,,,,
2013,7,Alaska,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,8,1,8,0,8,,,,,,
2013,4,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,2,0,2,0,2,,,,,,
2013,7,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,15,1,15,0,15,salsa,,N/A,,,
2013,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),14,3,14,0,14,,,,,,
2013,6,Alaska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,4,1,4,0,4,,,,,,
2013,3,Kentucky,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,31,8,31,0,31,,,,,,
2013,3,Alaska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,7,0,7,0,7,,,,,,
2013,4,Louisiana,Food,Salmonella enterica,Enteritidis,Confirmed,,10,3,10,0,10,,,,,,
2013,4,Indiana,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,School/college/university,4,2,4,0,4,,,,,,
2013,4,Massachusetts,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,7,1,7,0,7,,,,,,
2013,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,2,2,2,0,1,,,,,,
2013,6,Iowa,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,31,5,31,0,31,,,,,,
2013,4,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,35,1,35,0,35,ham,ham,Pork,,,
2013,7,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,11,0,11,0,11,,,,,,
2013,5,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,8,1,8,0,8,,,,,,
2013,6,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,4,6,0,6,"pork, smoked",pork,Pork,,,
2013,12,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),3,0,3,0,3,alfalfa sprouts,alfalfa sprouts,Sprouts,,,
2013,5,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,5,3,5,0,5,fruit cocktail,,Fruits,,,
2013,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,6,1,3,0,3,,,,,,
2013,4,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,1,5,0,5,,,,,,
2013,5,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,46,0,38,0,38,,,,,,
2013,9,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,23,7,23,0,23,"refried beans, unspecified",,Multiple,,,
2013,8,Minnesota,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,2,1,2,0,2,,,,,,
2013,3,Kentucky,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,12,7,12,0,12,,,,,,
2013,3,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,,2,0,2,0,2,,,,,,
2013,4,Massachusetts,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,5,3,5,0,5,,,,,,
2013,7,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,1,2,0,2,,,,,,
2013,6,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,2,2,2,0,2,,,,,,
2013,7,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,2,4,0,4,"eggs, unspecified",,Eggs,,,
2013,8,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,7,1,7,0,0,,,,,,
2013,8,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),5,2,2,0,3,,,,,,
2013,11,Indiana,Food,Salmonella enterica,Enteritidis,Confirmed,Other,9,1,5,0,5,,,,,,
2013,3,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,16,9,16,0,16,,,,,,
2013,11,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,62,2,62,0,62,"chicken, grilled;salad, unspecified;thai chicken lettuce wrap",egg,Eggs,,,
2013,6,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,6,7,0,7,,,,,,
2013,10,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,3,0,3,0,3,chicken,chicken,Chicken,,,
2013,2,Oklahoma,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,8,3,8,0,8,,,,,,
2013,9,Oklahoma,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Restaurant,15,1,15,0,15,,,,,,
2013,7,Alaska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,17,2,17,0,17,,,,,,
2013,7,Indiana,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,11,0,11,0,11,,,,,,
2013,9,Ohio,Food,Salmonella enterica,Enteritidis,Suspected,Private home/residence,7,1,7,0,7,,,,,,
2014,6,Pennsylvania,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,1,2,0,2,,,,,,
2014,7,Florida,Food,Salmonella enterica,Enteritidis,Suspected,Correctional/detention facility,10,0,10,0,10,,,,,,
2014,4,Oregon,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,2,5,,5,,,,,,
2014,1,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,36,2,36,0,36,rolls,,Multiple,,,
2014,4,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,1,4,0,4,crab legs,,Crustaceans,,,
2014,7,Louisiana,Food,Salmonella enterica,Enteritidis,Confirmed,,5,2,5,0,5,,,,,,
2014,3,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,4,5,0,5,mangu,,Multiple,,,
2014,2,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,4,6,0,6,,,,,,
2014,4,Alabama,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility;Private home/residence,8,2,7,0,7,,,,,,
2014,4,Utah,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Hospital,2,2,2,0,0,,,,,,
2014,5,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,3,0,3,0,3,,,,,,
2014,2,Texas,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,21,1,21,0,21,chicken dishes,,Multiple,,,
2014,6,Tennessee,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Restaurant,2,2,2,0,2,,,,,,
2014,7,Multistate,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,16,1,16,0,16,,,,,,
2014,5,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,46,0,46,0,46,remoulade,,Other,,,
2014,11,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,0,4,0,4,chilaquiles,egg,Eggs,,,
2014,1,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,8,3,4,0,7,,,,,,
2014,6,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,2,4,0,4,,,,,,
2014,9,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Restaurant: Sit-down dining;Grocery store/bakery/deli/convenience store;Restaurant: â€œFast-foodâ€ (drive up service or pay at counter);Office/indoor workplace,115,19,75,0,75,mung bean sprouts,,Sprouts,,,
2014,8,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,10,5,5,0,10,,,,,,
2014,6,Ohio,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2014,12,Iowa,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis,Confirmed; Confirmed,Restaurant: Sit-down dining,6,,,0,6,,,,,,
2014,4,Utah,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis,Confirmed; Confirmed,Restaurant: Sit-down dining,18,1,18,0,18,chicken,,Chicken,,,
2014,9,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,2,7,0,7,turkey,turkey,Turkey,,,
2014,10,Ohio,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,School/college/university,19,0,7,0,19,,,,,,
2014,3,Kentucky,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Restaurant,34,10,29,0,29,,,,,,
2014,4,Arizona,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,2,0,2,0,2,,,,,,
2014,5,Minnesota,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,1,2,0,2,,,,,,Mouse or rat
2014,7,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Camp,3,0,3,0,3,,,,,,
2014,5,Indiana,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,1,3,0,3,"pie, coconut cream",,Multiple,,,
2014,6,Missouri,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Restaurant: â€œFast-foodâ€ (drive up service or pay at counter);Office/indoor workplace;Other,3,0,3,0,3,,,,,,
2014,1,Iowa,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,5,1,5,0,5,,,,,,
2014,8,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,8,1,8,0,8,"chicken, kiev",chicken,Chicken,,,
2014,5,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,7,1,7,0,7,"basil, unspecified",,Herbs,,,
2014,7,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,,12,1,12,0,12,,,,,,
2014,8,New Hampshire,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,1,3,0,3,,,,,,
2014,6,Indiana,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,22,2,22,0,22,,,,,,
2014,3,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,12,1,12,0,12,,,,,,
2014,5,Colorado,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,1,2,,,,,,
2014,9,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,1,3,0,3,"salmon, smoked","fish, salmon",Fish,,,
2014,7,Florida,Food,Salmonella enterica,Enteritidis,Suspected,Correctional/detention facility,101,1,101,0,101,,,,,,
2014,6,Alabama,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,53,14,53,0,53,,,,,,
2014,4,New Hampshire,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Other,9,1,8,0,8,,,,,,Poultry
2014,8,Maryland,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Sit-down dining,5,0,5,0,5,,,,,,
2014,11,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Banquet Facility (food prepared and served on-site),144,4,46,0,46,,,,,,
2014,6,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,4,4,4,0,4,chicken,chicken,Chicken,,,
2014,10,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,7,0,7,0,7,,,,,,
2014,9,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,1,5,0,5,chicken salad,,Multiple,,,
2014,1,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,20,0,2,0,2,"chicken, casserole",chicken,Chicken,,,
2014,5,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,1,5,0,5,,,,,,
2014,7,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,18,3,12,0,18,eggs,egg,Eggs,,,
2014,8,Idaho,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Sit-down dining,11,2,9,0,11,whipped cream,,Dairy,,,
2014,11,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,,3,0,3,0,3,"egg-containing food, other",,Multiple,,,
2014,5,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,8,3,8,0,8,chicken,chicken,Chicken,,,
2014,8,Minnesota,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2014,1,Ohio,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,Restaurant,2,0,2,0,2,,,,,,
2015,4,Iowa,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,9,0,9,0,9,turkey,,Turkey,,,
2015,3,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,Banquet Facility (food prepared and served on-site);Private home/residence,14,5,14,0,14,,,,,,
2015,6,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,1,1,0,2,,,,,,
2015,12,Alabama,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),55,11,55,0,55,,,,,,
2015,7,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Other,10,1,8,0,8,,,,,,Guinea pig
2015,5,Colorado,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,17,0,17,0,17,,,,,,
2015,8,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Buffet,3,1,3,0,3,,,,,,
2015,5,Arkansas,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,10,,10,0,10,,,,,,
2015,3,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,Banquet Facility (food prepared and served on-site),38,1,33,0,33,bruschetta,bread;oil;basil;tomato,Multiple,,,
2015,4,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Other,3,0,3,0,3,,,,,,
2015,5,Vermont,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,1,2,0,2,,,,,,Poultry
2015,12,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,0,2,0,2,,,,,,
2015,4,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,3,0,,0,,,,,,,
2015,6,South Dakota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,13,1,13,0,13,,,,,,
2015,4,Michigan,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,2,1,2,0,2,,,,,,
2015,4,South Carolina,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Other,5,1,5,0,5,,,,,,Poultry
2015,6,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Caterer,6,2,6,0,6,,,,,,
2015,1,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,65,12,65,0,65,,,,,,Poultry
2015,8,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,81,2,20,0,17,truffle oil puree,,Multiple,,,
2015,7,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,3,0,3,0,3,,,,,,
2015,3,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Banquet Facility (food prepared and served on-site);Private home/residence;Caterer,24,1,24,0,24,,,,,,
2015,3,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,0,6,0,6,,,,,,
2015,8,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,9,1,9,0,9,"pastry, custard-filled",egg,Eggs,,,
2015,4,Arizona,Indeterminate/unknown,Salmonella enterica; Salmonella enterica,Enteritidis; Typhimurium,Confirmed; Confirmed,Correctional/detention facility,68,3,8,0,68,,,,,,
2015,4,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,15,4,10,0,15,stuffed chicken,chicken,Chicken,,,
2015,5,Kansas,Food,Salmonella enterica,Enteritidis,Suspected,Other,7,0,7,0,7,,,,,,
2015,3,Virginia,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,51,0,0,0,0,,,,,,
2015,8,Colorado,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),2,0,2,0,2,,,,,,
2015,8,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Restaurant: Buffet,7,1,7,0,7,,,,,,
2015,6,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,22,1,22,0,22,eggs benedict;hollandaise sauce,,Multiple,,,
2015,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,Private home/residence,2,0,2,0,2,,,,,,
2015,8,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2015,4,Wisconsin,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,5,1,5,0,5,,,,,,
2015,5,Missouri,Food,Salmonella enterica,Enteritidis,Suspected,,6,0,6,0,6,,,,,,
2015,5,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,
2015,5,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,1,4,0,4,,,,,,
2015,3,Idaho,Food,Salmonella enterica,Enteritidis,Confirmed,Banquet Facility (food prepared and served on-site),28,,,0,28,"turkey, ground",turkey,Turkey,,,
2015,3,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,23,1,23,0,23,,,,,,
2015,3,Alabama,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,223,0,223,0,223,,,,,,
2015,11,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,3,0,3,0,3,"eggs, scrambled",egg,Eggs,,,
2015,7,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,3,1,3,0,3,chicken tenders,chicken,Chicken,,,
2015,9,District of Columbia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,160,9,9,0,0,,,,,,
2015,12,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,,7,0,7,0,7,eggnog,egg,Eggs,,,
2015,6,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,,3,0,3,1,3,,,,,,
2015,4,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,7,1,7,0,7,chicken and waffles,"liver, chicken",Chicken,,,
2015,7,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,6,0,,0,,,,,,,
2015,3,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Festival/fair;Grocery store/bakery/deli/convenience store;Caterer,8,1,8,0,8,,,,,,
2015,7,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Other,9,2,8,0,8,"ice cream, homemade",egg,Eggs,,,
2015,6,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility;Grocery store/bakery/deli/convenience store;Private home/residence;Other,27,0,27,0,27,,,,,,
2015,10,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,10,1,10,0,10,"chicken, blackened;chicken, grilled",chicken,Chicken,,,
2015,2,Nevada,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,7,2,7,0,7,spices,,Herbs,,,
2015,10,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,21,0,14,0,14,,,,,,
2015,7,Iowa,Food,Salmonella enterica,Enteritidis,Confirmed,,6,0,6,0,6,"ice cream, homemade",,Multiple,,,
2015,9,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,252,0,252,0,252,tossed salad,iceberg lettuce;cabbage,Vegetable Row Crops,,,
2015,5,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,3,6,0,6,stuffed chicken,chicken,Chicken,,,
2015,12,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,3,2,3,0,3,eggs benedict,,Multiple,,,
