Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2020,8,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,0,3,0,3,,,,,,
2020,4,Massachusetts,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,7,1,7,0,7,,,,,,
2020,7,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,2,7,0,7,"cake, unspecified;pie, unspecified",egg,Eggs,,,
2020,5,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),2,0,2,0,2,,,,,,
2020,8,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,0,0,0,,,,,,
2020,1,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,,0,0,6,grilled chicken,,Chicken,,,
2020,5,Multistate,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,Other,7,0,7,0,7,,,,,,
2020,5,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,40,0,40,0,40,,,,,,
2020,9,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,hummus,tahini;chick peas,Multiple,,,
2020,3,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,133,28,79,0,72,,,,,,Poultry
2020,7,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,2,4,0,4,chicken,,Chicken,,,
2020,3,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,35,7,22,0,21,,,,,,Poultry
2020,12,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,20,1,20,0,20,chicken enchiladas,,Multiple,,,
2020,7,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,0,5,0,5,,,,,,
2020,7,Nebraska,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,0,7,0,7,,,,,,
2020,5,Rhode Island,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,14,2,10,0,10,,,,,,
2020,3,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,66,11,47,0,45,,,,,,Poultry
2020,7,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Grocery store/bakery/deli/convenience store,14,1,14,0,14,vegetable lasagna,,Multiple,,,
2020,10,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,5,2,5,0,5,,,,,,
2020,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,2,3,0,3,,,,,,
2020,6,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,4,1,4,0,4,chicken alfredo;garlic bread,,Multiple,,,
2020,4,Pennsylvania,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,2,0,2,0,2,,,,,,Poultry
2020,6,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,0,0,0,0,hummus,,N/A,,,
2021,3,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,21,0,21,0,0,potato salad,,Multiple,,,
2021,4,Alabama,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Restaurant,13,1,12,0,12,,,,,,
2021,9,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,2,7,0,7,,,,,,
2021,8,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,21,,0,0,21,,,,,,
2021,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica; Salmonella enterica,Enteritidis; other,Suspected; Suspected,Private home/residence,2,1,2,0,2,,,,,,
2021,11,Washington,Food,Salmonella enterica,Enteritidis,Suspected,Private home/residence,5,2,5,0,5,posole,turkey,Turkey,,,
2021,7,Multistate,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis,Confirmed; Confirmed,Restaurant: Sit-down dining;Grocery store/bakery/deli/convenience store;Private home/residence;Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),50,14,35,0,0,chicken,,Chicken,,,
2021,4,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,43,10,31,0,30,,,,,,Poultry
2021,2,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,36,12,32,0,34,frozen stuffed chicken,chicken,Chicken,,,
2021,10,Idaho,Food,Salmonella enterica,Enteritidis,Suspected,Farm/dairy/agricultural setting,2,0,2,0,2,eggs,egg,Eggs,,,
2021,3,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,92,15,65,1,66,,,,,,Poultry
2021,3,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,52,11,39,0,39,,,,,,Poultry
2021,3,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,
2021,4,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,24,4,22,0,22,,,,,,
2021,4,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,8,1,8,0,8,chicken;guacamole salad,,Multiple,,,
2021,5,Alabama,Indeterminate/unknown,Salmonella enterica; Salmonella enterica,Enteritidis; Muenchen,Suspected; Suspected,Unknown,2,2,2,1,2,,,,,,
2021,2,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,21,6,11,0,11,,,,,,Poultry
2021,7,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,87,1,87,0,87,"chicken, frozen",,Chicken,,,
2021,7,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,1,4,0,4,"deli meat, sliced turkey",,Turkey,,,
2021,4,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,2,7,0,7,,,,,,
2021,6,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Buffet,24,4,24,0,24,watermelon,watermelon,Fruits,,,
2021,7,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,8,0,6,0,6,"chicken, curry",,Multiple,,,
2021,7,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,7,1,7,0,0,,,,,,
2021,5,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,28,5,15,0,17,,,,,,Poultry
2021,11,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Buffet,6,0,6,0,6,,,,,,
2021,5,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Other,3,1,3,0,3,shredded iceberg lettuce,iceberg lettuce,Vegetable Row Crops,,,
2021,4,Colorado,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,Other,3,0,3,0,3,,,,,,
2021,11,Alabama,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,Restaurant,3,0,3,0,3,,,,,,
2021,8,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Unknown,17,2,13,0,13,,,,,,
2021,6,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2021,2,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,133,36,102,0,101,,,,,,Poultry
2021,8,Nebraska,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Other,9,4,9,0,9,,,,,,
2022,5,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Restaurant: Sit-down dining,11,4,4,0,0,,,,,,
2022,4,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,Unknown,2,1,2,0,2,,,,,,
2022,3,New Hampshire,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,22,1,15,0,15,sichuan pepper,"pepper, ground",Herbs,,,
2022,6,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,1,5,0,5,,,,,,
2022,6,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,43,10,37,0,38,,,,,,
2022,1,Utah,Food,Salmonella enterica; Salmonella enterica; Salmonella enterica,Enteritidis; Typhimurium; Infantis,Suspected; Suspected; Suspected,Grocery store/bakery/deli/convenience store,10,3,10,0,10,,,,,,
2022,9,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,9,0,9,0,9,"eggs, as composite food",,Multiple,,,
2022,1,Nebraska,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,15,3,15,0,15,mechanically separated chicken (msc),chicken,Chicken,,,
2022,11,Vermont,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,0,3,0,3,turkey,,Turkey,,,
2022,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,Unknown,7,0,7,0,7,,,,,,
2022,7,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,13,3,13,0,13,,,,,,
2022,3,Colorado,Food,Salmonella enterica,Enteritidis,Confirmed,Other,11,1,11,0,11,,,,,,
2022,1,Colorado,Food,Salmonella enterica; Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis; Infantis,Confirmed; Confirmed; Suspected,Correctional/detention facility,27,1,27,0,27,,,,,,
2022,5,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,31,3,15,0,17,,,,,,
2022,7,South Dakota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,8,1,8,0,8,,,,,,
2022,1,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Hotel/motel,22,6,18,0,18,,,,,,
2022,6,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,3,4,0,4,,,,,,
2022,2,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Private home/residence,50,11,38,0,35,chicken,,Chicken,,,
2022,11,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,188,0,188,0,188,,,,,,
2022,8,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,28,5,28,0,28,ahi belly,,Fish,,,
2022,1,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Restaurant: â€œFast-foodâ€ (drive up service or pay at counter);Correctional/detention facility,44,10,35,0,34,"chicken, raw",,Chicken,,,
2022,5,New York,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,16,1,16,0,16,,,,,,
2022,1,Rhode Island,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,chicken wrap,chicken,Chicken,,,
2022,10,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,9,3,9,1,9,cookie dough;cookies;egg white,egg,Eggs,,,
